10000 [{'gradename': '六年级', 'start': 0, 'pageno': 1, 'schoolid': '26446', 'pageindex': 0, 'classname': '（1）班', 'classid': '26553', 'schoolname': '周恩来红军小学', 'gradeid': '26452', 'draw': 0, 'isadmin': 0, 'length': 10}]
10419 [{'gradename': '五年级', 'start': 0, 'pageno': 1, 'schoolid': '4775', 'pageindex': 0, 'classname': '（10）班', 'classid': '8901', 'schoolname': '南通市北城小学', 'gradeid': '8891', 'draw': 0, 'isadmin': 0, 'length': 10}]
10423 [{'gradename': '原高三', 'start': 0, 'pageno': 1, 'schoolid': '947', 'pageindex': 0, 'classname': '（3）班', 'classid': '992', 'schoolname': '江苏省溧水高级中学', 'gradeid': '950', 'draw': 0, 'isadmin': 0, 'length': 10}]
10426 [{'gradename': '小班', 'start': 0, 'pageno': 1, 'schoolid': '11135', 'pageindex': 0, 'classname': '（1）班', 'classid': '12850', 'schoolname': '希望之星幼儿园', 'gradeid': '12841', 'draw': 0, 'isadmin': 0, 'length': 10}]
10433 [{'gradename': '三年级', 'start': 0, 'pageno': 1, 'schoolid': '11369', 'pageindex': 0, 'classname': '（1）班', 'classid': '15093', 'schoolname': '滦镇街道西留小学', 'gradeid': '14066', 'draw': 0, 'isadmin': 0, 'length': 10}]
10435 [{'gradename': '六年级', 'start': 0, 'pageno': 1, 'schoolid': '23951', 'pageindex': 0, 'classname': '（7）班', 'classid': '24099', 'schoolname': '博爱学校', 'gradeid': '23972', 'draw': 0, 'isadmin': 0, 'length': 10}]
10437 [{'gradename': '初一', 'start': 0, 'pageno': 1, 'schoolid': '1045', 'pageindex': 0, 'classname': '（5）班', 'classid': '7067', 'schoolname': '常熟市周行中学', 'gradeid': '7062', 'draw': 0, 'isadmin': 0, 'length': 10}]
10439 [{'gradename': '初一', 'start': 0, 'pageno': 1, 'schoolid': '4755', 'pageindex': 0, 'classname': '（4）班', 'classid': '4770', 'schoolname': '无锡市中育实验中学', 'gradeid': '4756', 'draw': 0, 'isadmin': 0, 'length': 10}]
10443 [{'gradename': '初一', 'start': 0, 'pageno': 1, 'schoolid': '11050', 'pageindex': 0, 'classname': '（2）班', 'classid': '11053', 'schoolname': '绍兴元培中学', 'gradeid': '11051', 'draw': 0, 'isadmin': 0, 'length': 10}]
10446 [{'gradename': '四年级', 'start': 0, 'pageno': 1, 'schoolid': '5858', 'pageindex': 0, 'classname': '（1）班', 'classid': '5927', 'schoolname': '北京新东方扬州外国语学校', 'gradeid': '5866', 'draw': 0, 'isadmin': 0, 'length': 10}]
10451 [{'gradename': '初一', 'start': 0, 'pageno': 1, 'schoolid': '11411', 'pageindex': 0, 'classname': '（4）班', 'classid': '12647', 'schoolname': '滦镇景民中学', 'gradeid': '12631', 'draw': 0, 'isadmin': 0, 'length': 10}]
10478 [{'gradename': '五年级', 'start': 0, 'pageno': 1, 'schoolid': '10906', 'pageindex': 0, 'classname': '（3）班', 'classid': '10943', 'schoolname': '苏州金阊实验小学', 'gradeid': '10911', 'draw': 0, 'isadmin': 0, 'length': 10}]
10480 [{'gradename': '六年级', 'start': 0, 'pageno': 1, 'schoolid': '3039', 'pageindex': 0, 'classname': '（4）班', 'classid': '3121', 'schoolname': '太仓市城厢镇第一小学', 'gradeid': '3117', 'draw': 0, 'isadmin': 0, 'length': 10}]
10490 [{'gradename': '初一', 'start': 0, 'pageno': 1, 'schoolid': '4028', 'pageindex': 0, 'classname': '（2）班', 'classid': '4033', 'schoolname': '衢州市兴华中学', 'gradeid': '4029', 'draw': 0, 'isadmin': 0, 'length': 10}]
10495 [{'gradename': '初一', 'start': 0, 'pageno': 1, 'schoolid': '7877', 'pageindex': 0, 'classname': '（6）班', 'classid': '8407', 'schoolname': '无锡市第一女子中学', 'gradeid': '8399', 'draw': 0, 'isadmin': 0, 'length': 10}]
10501 [{'gradename': '初一', 'start': 0, 'pageno': 1, 'schoolid': '26286', 'pageindex': 0, 'classname': '初一（9）班', 'classid': '26318', 'schoolname': '苏州高新区第三中学校', 'gradeid': '26287', 'draw': 0, 'isadmin': 0, 'length': 10}]
10502 [{'gradename': '高二', 'start': 0, 'pageno': 1, 'schoolid': '1068', 'pageindex': 0, 'classname': '（12）班', 'classid': '1816', 'schoolname': '连云港市赣榆县第一中学', 'gradeid': '1069', 'draw': 0, 'isadmin': 0, 'length': 10}]
10503 [{'gradename': '初一', 'start': 0, 'pageno': 1, 'schoolid': '11425', 'pageindex': 0, 'classname': '（1）班', 'classid': '12257', 'schoolname': '西安市长安区第八中学', 'gradeid': '12228', 'draw': 0, 'isadmin': 0, 'length': 10}]
10507 [{'gradename': '四年级', 'start': 0, 'pageno': 1, 'schoolid': '7512', 'pageindex': 0, 'classname': '（6）班', 'classid': '7570', 'schoolname': '南京溧水经济开发区小学', 'gradeid': '7516', 'draw': 0, 'isadmin': 0, 'length': 10}]
10510 [{'gradename': '三年级', 'start': 0, 'pageno': 1, 'schoolid': '4775', 'pageindex': 0, 'classname': '（14）班', 'classid': '5449', 'schoolname': '南通市北城小学', 'gradeid': '5410', 'draw': 0, 'isadmin': 0, 'length': 10}]
10511 [{'gradename': '二年级', 'start': 0, 'pageno': 1, 'schoolid': '2117', 'pageindex': 0, 'classname': '（2）班', 'classid': '2636', 'schoolname': '徐州丰县广宇中英文学校', 'gradeid': '2623', 'draw': 0, 'isadmin': 0, 'length': 10}]
10513 [{'gradename': '二年级', 'start': 0, 'pageno': 1, 'schoolid': '15961', 'pageindex': 0, 'classname': '（3）班', 'classid': '18155', 'schoolname': '昆明市五华区大观小学', 'gradeid': '16372', 'draw': 0, 'isadmin': 0, 'length': 10}]
10516 [{'gradename': '四年级', 'start': 0, 'pageno': 1, 'schoolid': '11315', 'pageindex': 0, 'classname': '（1）班', 'classid': '14512', 'schoolname': '杜曲街道西江坡小学', 'gradeid': '13779', 'draw': 0, 'isadmin': 0, 'length': 10}]
10520 [{'gradename': '四年级', 'start': 0, 'pageno': 1, 'schoolid': '5858', 'pageindex': 0, 'classname': '（4）班', 'classid': '5930', 'schoolname': '北京新东方扬州外国语学校', 'gradeid': '5866', 'draw': 0, 'isadmin': 0, 'length': 10}]
10524 [{'gradename': '高二', 'start': 0, 'pageno': 1, 'schoolid': '1387', 'pageindex': 0, 'classname': '（36）班', 'classid': '1880', 'schoolname': '上饶市广丰一中', 'gradeid': '1388', 'draw': 0, 'isadmin': 0, 'length': 10}]
10531 [{'gradename': '三年级', 'start': 0, 'pageno': 1, 'schoolid': '15950', 'pageindex': 0, 'classname': '（7）班', 'classid': '17734', 'schoolname': '杭州采荷第三小学', 'gradeid': '16322', 'draw': 0, 'isadmin': 0, 'length': 10}]
10533 [{'gradename': '高三', 'start': 0, 'pageno': 1, 'schoolid': '10865', 'pageindex': 0, 'classname': '（9）班', 'classid': '10900', 'schoolname': '吴江汾湖高级中学', 'gradeid': '10868', 'draw': 0, 'isadmin': 0, 'length': 10}]
10534 [{'gradename': '初三年级', 'start': 0, 'pageno': 1, 'schoolid': '15940', 'pageindex': 0, 'classname': '（10）班', 'classid': '17443', 'schoolname': '绍兴市建工中学', 'gradeid': '16265', 'draw': 0, 'isadmin': 0, 'length': 10}]
10537 [{'gradename': '公共区域大屏', 'start': 0, 'pageno': 1, 'schoolid': '3611', 'pageindex': 0, 'classname': '二', 'classid': '3916', 'schoolname': '南京市溧水区洪蓝初级中学', 'gradeid': '3914', 'draw': 0, 'isadmin': 0, 'length': 10}]
10543 [{'gradename': '高二', 'start': 0, 'pageno': 1, 'schoolid': '11432', 'pageindex': 0, 'classname': '（12）班', 'classid': '11795', 'schoolname': '长安区第二中学', 'gradeid': '11726', 'draw': 0, 'isadmin': 0, 'length': 10}]
10544 [{'gradename': '二年级', 'start': 0, 'pageno': 1, 'schoolid': '15945', 'pageindex': 0, 'classname': '（1）班', 'classid': '17581', 'schoolname': '绍兴市阳明小学', 'gradeid': '16291', 'draw': 0, 'isadmin': 0, 'length': 10}]
10545 [{'gradename': '二年级', 'start': 0, 'pageno': 1, 'schoolid': '11313', 'pageindex': 0, 'classname': '（2）班', 'classid': '14498', 'schoolname': '杜曲街道师家村小学', 'gradeid': '13765', 'draw': 0, 'isadmin': 0, 'length': 10}]
10551 [{'gradename': '小班', 'start': 0, 'pageno': 1, 'schoolid': '11143', 'pageindex': 0, 'classname': '（2）班', 'classid': '13191', 'schoolname': '西安市长安区郭杜街道国色天香幼儿园', 'gradeid': '12955', 'draw': 0, 'isadmin': 0, 'length': 10}]
10553 [{'gradename': '五年级', 'start': 0, 'pageno': 1, 'schoolid': '25240', 'pageindex': 0, 'classname': '（2）班', 'classid': '25530', 'schoolname': '上海市莘城学校', 'gradeid': '25528', 'draw': 0, 'isadmin': 0, 'length': 10}]
10554 [{'gradename': '高一', 'start': 0, 'pageno': 1, 'schoolid': '15837', 'pageindex': 0, 'classname': '（9）班', 'classid': '15849', 'schoolname': '长安一中', 'gradeid': '15838', 'draw': 0, 'isadmin': 0, 'length': 10}]
10565 [{'gradename': '一', 'start': 0, 'pageno': 1, 'schoolid': '3747', 'pageindex': 0, 'classname': '（2）向日葵班', 'classid': '3750', 'schoolname': '泗阳县众兴实验小学', 'gradeid': '3748', 'draw': 0, 'isadmin': 0, 'length': 10}]
10572 [{'gradename': '初一', 'start': 0, 'pageno': 1, 'schoolid': '8286', 'pageindex': 0, 'classname': '（11）班', 'classid': '15802', 'schoolname': '江苏省溧水高级中学附属初级中学', 'gradeid': '15784', 'draw': 0, 'isadmin': 0, 'length': 10}]
10575 [{'gradename': '2#成华楼 ', 'start': 0, 'pageno': 1, 'schoolid': '7641', 'pageindex': 0, 'classname': '2404', 'classid': '8172', 'schoolname': '南京市扬子第一中学松杨路分校', 'gradeid': '8155', 'draw': 0, 'isadmin': 0, 'length': 10}]
10577 [{'gradename': '九年级原', 'start': 0, 'pageno': 1, 'schoolid': '4800', 'pageindex': 0, 'classname': '（1）班', 'classid': '5014', 'schoolname': '贵州省施秉县民族中学', 'gradeid': '4992', 'draw': 0, 'isadmin': 0, 'length': 10}]
10578 [{'gradename': '二年级', 'start': 0, 'pageno': 1, 'schoolid': '11355', 'pageindex': 0, 'classname': '（7）班', 'classid': '22893', 'schoolname': '韦曲中心学校', 'gradeid': '13997', 'draw': 0, 'isadmin': 0, 'length': 10}]
10580 [{'gradename': '二年级', 'start': 0, 'pageno': 1, 'schoolid': '15949', 'pageindex': 0, 'classname': '（4）班', 'classid': '17680', 'schoolname': '杭州市澎致小学', 'gradeid': '16315', 'draw': 0, 'isadmin': 0, 'length': 10}]
10583 [{'gradename': '舞蹈', 'start': 0, 'pageno': 1, 'schoolid': '3575', 'pageindex': 0, 'classname': '舞蹈初级2-1', 'classid': '5290', 'schoolname': '遂昌县青少年宫', 'gradeid': '5247', 'draw': 0, 'isadmin': 0, 'length': 10}]
10590 [{'gradename': '七年级', 'start': 0, 'pageno': 1, 'schoolid': '10393', 'pageindex': 0, 'classname': '（263）班', 'classid': '10414', 'schoolname': '新绛县东街逸夫学校', 'gradeid': '10403', 'draw': 0, 'isadmin': 0, 'length': 10}]
10591 [{'gradename': '七年级', 'start': 0, 'pageno': 1, 'schoolid': '15517', 'pageindex': 0, 'classname': '（9）班', 'classid': '15583', 'schoolname': '北票市桃园初级中学', 'gradeid': '15572', 'draw': 0, 'isadmin': 0, 'length': 10}]
10593 [{'gradename': '四年级', 'start': 0, 'pageno': 1, 'schoolid': '15974', 'pageindex': 0, 'classname': '（5）班', 'classid': '18565', 'schoolname': '昆明市五华区红旗小学德润校区', 'gradeid': '16452', 'draw': 0, 'isadmin': 0, 'length': 10}]
10597 [{'gradename': '八年级', 'start': 0, 'pageno': 1, 'schoolid': '15929', 'pageindex': 0, 'classname': '（2）班', 'classid': '17168', 'schoolname': '康平县山东屯九年一贯制学校', 'gradeid': '16210', 'draw': 0, 'isadmin': 0, 'length': 10}]
10598 [{'gradename': '五年级', 'start': 0, 'pageno': 1, 'schoolid': '15972', 'pageindex': 0, 'classname': '（2）班', 'classid': '18498', 'schoolname': '昆明市五华区江滨小学', 'gradeid': '16441', 'draw': 0, 'isadmin': 0, 'length': 10}]
10600 [{'gradename': '大班', 'start': 0, 'pageno': 1, 'schoolid': '11156', 'pageindex': 0, 'classname': '（3）班', 'classid': '13296', 'schoolname': '郭杜街道茅坡新城幼儿园', 'gradeid': '12996', 'draw': 0, 'isadmin': 0, 'length': 10}]
10604 [{'gradename': '一年级', 'start': 0, 'pageno': 1, 'schoolid': '11333', 'pageindex': 0, 'classname': '（1）班', 'classid': '14700', 'schoolname': '滦镇祥峪小学', 'gradeid': '13878', 'draw': 0, 'isadmin': 0, 'length': 10}]
10606 [{'gradename': '五年级', 'start': 0, 'pageno': 1, 'schoolid': '5499', 'pageindex': 0, 'classname': '（5）班', 'classid': '5525', 'schoolname': '苏州湾实验小学', 'gradeid': '5503', 'draw': 0, 'isadmin': 0, 'length': 10}]
10609 [{'gradename': '高三教学班', 'start': 0, 'pageno': 1, 'schoolid': '955', 'pageindex': 0, 'classname': '19届历史02班(等级)', 'classid': '2517', 'schoolname': '上海理工大学附属中学', 'gradeid': '2222', 'draw': 0, 'isadmin': 0, 'length': 10}]
10610 [{'gradename': '通创投', 'start': 0, 'pageno': 1, 'schoolid': '6186', 'pageindex': 0, 'classname': '人员', 'classid': '10855', 'schoolname': '南通中学附属实验学校', 'gradeid': '10852', 'draw': 0, 'isadmin': 0, 'length': 10}]
10616 [{'gradename': '大班', 'start': 0, 'pageno': 1, 'schoolid': '11259', 'pageindex': 0, 'classname': '（2）班', 'classid': '13357', 'schoolname': '盛世长安多彩幼儿园（西区）', 'gradeid': '13025', 'draw': 0, 'isadmin': 0, 'length': 10}]
10618 [{'gradename': '大班2018', 'start': 0, 'pageno': 1, 'schoolid': '3943', 'pageindex': 0, 'classname': '（3）班', 'classid': '4165', 'schoolname': '南京溧水区公交幼儿园', 'gradeid': '4154', 'draw': 0, 'isadmin': 0, 'length': 10}]
10621 [{'gradename': '办公室', 'start': 0, 'pageno': 1, 'schoolid': '10957', 'pageindex': 0, 'classname': '3', 'classid': '10970', 'schoolname': '校长', 'gradeid': '10967', 'draw': 0, 'isadmin': 0, 'length': 10}]
10631 [{'gradename': '三年级', 'start': 0, 'pageno': 1, 'schoolid': '1662', 'pageindex': 0, 'classname': '（3）班', 'classid': '1670', 'schoolname': '新沂市新华小学', 'gradeid': '1663', 'draw': 0, 'isadmin': 0, 'length': 10}]
10634 [{'gradename': '18年级', 'start': 0, 'pageno': 1, 'schoolid': '10257', 'pageindex': 0, 'classname': '18动漫（2）班范宇（633612）', 'classid': '10759', 'schoolname': '天台职业中专', 'gradeid': '10258', 'draw': 0, 'isadmin': 0, 'length': 10}]
10635 [{'gradename': '高三', 'start': 0, 'pageno': 1, 'schoolid': '6058', 'pageindex': 0, 'classname': '（10）班', 'classid': '8953', 'schoolname': '扬州大学附属中学', 'gradeid': '8912', 'draw': 0, 'isadmin': 0, 'length': 10}]
10636 [{'gradename': '六年级', 'start': 0, 'pageno': 1, 'schoolid': '15919', 'pageindex': 0, 'classname': '（2）班', 'classid': '16878', 'schoolname': '康平县柳树九年一贯制学校', 'gradeid': '16121', 'draw': 0, 'isadmin': 0, 'length': 10}]
10638 [{'gradename': '功能室-', 'start': 0, 'pageno': 1, 'schoolid': '3744', 'pageindex': 0, 'classname': '录播室（2）', 'classid': '4828', 'schoolname': '南京市溧水区石湫镇中心小学', 'gradeid': '4810', 'draw': 0, 'isadmin': 0, 'length': 10}]
10640 [{'gradename': '一年级', 'start': 0, 'pageno': 1, 'schoolid': '15963', 'pageindex': 0, 'classname': '（4）班', 'classid': '18232', 'schoolname': '昆明市五华区武城小学', 'gradeid': '16383', 'draw': 0, 'isadmin': 0, 'length': 10}]
10645 [{'gradename': '创客VR教室', 'start': 0, 'pageno': 1, 'schoolid': '867', 'pageindex': 0, 'classname': '(1)', 'classid': '1166', 'schoolname': '无锡连元英禾双语学校', 'gradeid': '1152', 'draw': 0, 'isadmin': 0, 'length': 10}]
10653 [{'gradename': '小班', 'start': 0, 'pageno': 1, 'schoolid': '11090', 'pageindex': 0, 'classname': '（2）班', 'classid': '11474', 'schoolname': '中国空间技术研究院西安分院幼儿园', 'gradeid': '11461', 'draw': 0, 'isadmin': 0, 'length': 10}]
10654 [{'gradename': '五年级', 'start': 0, 'pageno': 1, 'schoolid': '11314', 'pageindex': 0, 'classname': '（1）班', 'classid': '14507', 'schoolname': '杜曲街道韦村小学', 'gradeid': '13774', 'draw': 0, 'isadmin': 0, 'length': 10}]
10657 [{'gradename': '四年级', 'start': 0, 'pageno': 1, 'schoolid': '11391', 'pageindex': 0, 'classname': '（6）班', 'classid': '15293', 'schoolname': '长安美林小学', 'gradeid': '14187', 'draw': 0, 'isadmin': 0, 'length': 10}]
10661 [{'gradename': '小班', 'start': 0, 'pageno': 1, 'schoolid': '11102', 'pageindex': 0, 'classname': '（1）班', 'classid': '11717', 'schoolname': '韦曲街道童蒙星幼儿园', 'gradeid': '11714', 'draw': 0, 'isadmin': 0, 'length': 10}]
10665 [{'gradename': '一', 'start': 0, 'pageno': 1, 'schoolid': '3747', 'pageindex': 0, 'classname': '（6）小荷班', 'classid': '3754', 'schoolname': '泗阳县众兴实验小学', 'gradeid': '3748', 'draw': 0, 'isadmin': 0, 'length': 10}]
10667 [{'gradename': '八年级', 'start': 0, 'pageno': 1, 'schoolid': '24941', 'pageindex': 0, 'classname': '（5）班', 'classid': '24962', 'schoolname': '天津市海河中学', 'gradeid': '24943', 'draw': 0, 'isadmin': 0, 'length': 10}]
10671 [{'gradename': '五年级', 'start': 0, 'pageno': 1, 'schoolid': '15951', 'pageindex': 0, 'classname': '（8）班', 'classid': '17807', 'schoolname': '杭州市濮家小学', 'gradeid': '16330', 'draw': 0, 'isadmin': 0, 'length': 10}]
10675 [{'gradename': '大班', 'start': 0, 'pageno': 1, 'schoolid': '11135', 'pageindex': 0, 'classname': '（1）班', 'classid': '12858', 'schoolname': '希望之星幼儿园', 'gradeid': '12843', 'draw': 0, 'isadmin': 0, 'length': 10}]
10676 [{'gradename': '初二', 'start': 0, 'pageno': 1, 'schoolid': '11406', 'pageindex': 0, 'classname': '（2）班', 'classid': '12905', 'schoolname': '初级中学太乙宫街道', 'gradeid': '12898', 'draw': 0, 'isadmin': 0, 'length': 10}]
10677 [{'gradename': '六年级', 'start': 0, 'pageno': 1, 'schoolid': '15969', 'pageindex': 0, 'classname': '（1）班', 'classid': '18423', 'schoolname': '昆明市五华区壁光小学', 'gradeid': '16424', 'draw': 0, 'isadmin': 0, 'length': 10}]
10680 [{'gradename': '文津楼', 'start': 0, 'pageno': 1, 'schoolid': '10088', 'pageindex': 0, 'classname': '教师办公室1', 'classid': '10163', 'schoolname': '南京市浦口江浦高中文昌校区', 'gradeid': '10160', 'draw': 0, 'isadmin': 0, 'length': 10}]
10681 [{'gradename': '八年级', 'start': 0, 'pageno': 1, 'schoolid': '15954', 'pageindex': 0, 'classname': '（5）班', 'classid': '17909', 'schoolname': '杭州市翠苑中学', 'gradeid': '16342', 'draw': 0, 'isadmin': 0, 'length': 10}]
10683 [{'gradename': '学前教育', 'start': 0, 'pageno': 1, 'schoolid': '4803', 'pageindex': 0, 'classname': '16级（3）班', 'classid': '5184', 'schoolname': '黄平县中等职业学校', 'gradeid': '5121', 'draw': 0, 'isadmin': 0, 'length': 10}]
10691 [{'gradename': '五年级', 'start': 0, 'pageno': 1, 'schoolid': '15979', 'pageindex': 0, 'classname': '（3）班', 'classid': '18698', 'schoolname': '昆明市五华区红云小学银辉校区', 'gradeid': '16483', 'draw': 0, 'isadmin': 0, 'length': 10}]
10694 [{'gradename': '四年级', 'start': 0, 'pageno': 1, 'schoolid': '15970', 'pageindex': 0, 'classname': '（2）班', 'classid': '18442', 'schoolname': '昆明市五华区团山小学', 'gradeid': '16428', 'draw': 0, 'isadmin': 0, 'length': 10}]
