10012 [{'pageno': 1, 'start': 0, 'classname': '（6）百合班', 'schoolid': '3747', 'isadmin': 0, 'classid': '3887', 'draw': 0, 'gradeid': '3854', 'schoolname': '泗阳县众兴实验小学', 'gradename': '五', 'pageindex': 0, 'length': 10}]
11102 [{'pageno': 1, 'start': 0, 'classname': '（4）班', 'schoolid': '2117', 'isadmin': 0, 'classid': '2168', 'draw': 0, 'gradeid': '2155', 'schoolname': '徐州丰县广宇中英文学校', 'gradename': '八年级', 'pageindex': 0, 'length': 10}]
11115 [{'pageno': 1, 'start': 0, 'classname': '（3）班', 'schoolid': '3612', 'isadmin': 0, 'classid': '3666', 'draw': 0, 'gradeid': '3656', 'schoolname': '南京市溧水区白马中学', 'gradename': '初二', 'pageindex': 0, 'length': 10}]
11118 [{'pageno': 1, 'start': 0, 'classname': '（12）班', 'schoolid': '1387', 'isadmin': 0, 'classid': '1462', 'draw': 0, 'gradeid': '1389', 'schoolname': '上饶市广丰一中', 'gradename': '高二', 'pageindex': 0, 'length': 10}]
11120 [{'pageno': 1, 'start': 0, 'classname': '（21）班', 'schoolid': '4028', 'isadmin': 0, 'classid': '4073', 'draw': 0, 'gradeid': '4030', 'schoolname': '衢州市兴华中学', 'gradename': '初二', 'pageindex': 0, 'length': 10}]
11121 [{'pageno': 1, 'start': 0, 'classname': '（7）班', 'schoolid': '6405', 'isadmin': 0, 'classid': '7133', 'draw': 0, 'gradeid': '7102', 'schoolname': '盐城市射阳县港城实验小学', 'gradename': '三年级', 'pageindex': 0, 'length': 10}]
11146 [{'pageno': 1, 'start': 0, 'classname': '（10）班', 'schoolid': '1843', 'isadmin': 0, 'classid': '1854', 'draw': 0, 'gradeid': '1844', 'schoolname': '徐州高级中学', 'gradename': '高一', 'pageindex': 0, 'length': 10}]
11155 [{'pageno': 1, 'start': 0, 'classname': '（24）班', 'schoolid': '5600', 'isadmin': 0, 'classid': '5659', 'draw': 0, 'gradeid': '5631', 'schoolname': '射阳县初级中学', 'gradename': '初二', 'pageindex': 0, 'length': 10}]
11169 [{'pageno': 1, 'start': 0, 'classname': '（5）班', 'schoolid': '1103', 'isadmin': 0, 'classid': '1119', 'draw': 0, 'gradeid': '1105', 'schoolname': '江山市淤头小学', 'gradename': '三年级', 'pageindex': 0, 'length': 10}]
11172 [{'pageno': 1, 'start': 0, 'classname': '卧龙居', 'schoolid': '5698', 'isadmin': 0, 'classid': '5704', 'draw': 0, 'gradeid': '5699', 'schoolname': '衢州市开化县齐溪镇中心小学', 'gradename': '宿舍', 'pageindex': 0, 'length': 10}]
11179 [{'pageno': 1, 'start': 0, 'classname': '（1）班', 'schoolid': '6837', 'isadmin': 0, 'classid': '6868', 'draw': 0, 'gradeid': '6842', 'schoolname': '南京市北京东路小学', 'gradename': '五年级', 'pageindex': 0, 'length': 10}]
11188 [{'pageno': 1, 'start': 0, 'classname': '（3）班', 'schoolid': '3549', 'isadmin': 0, 'classid': '3561', 'draw': 0, 'gradeid': '3550', 'schoolname': '徐州市西朱中学', 'gradename': '初一', 'pageindex': 0, 'length': 10}]
11189 [{'pageno': 1, 'start': 0, 'classname': '（4）班', 'schoolid': '158', 'isadmin': 0, 'classid': '178', 'draw': 0, 'gradeid': '174', 'schoolname': '常熟市孝友中学', 'gradename': '初二', 'pageindex': 0, 'length': 10}]
11197 [{'pageno': 1, 'start': 0, 'classname': '（7）班', 'schoolid': '1057', 'isadmin': 0, 'classid': '1209', 'draw': 0, 'gradeid': '1058', 'schoolname': '江苏省太仓高级中学', 'gradename': '高二', 'pageindex': 0, 'length': 10}]
11200 [{'pageno': 1, 'start': 0, 'classname': '（11）班', 'schoolid': '947', 'isadmin': 0, 'classid': '1014', 'draw': 0, 'gradeid': '953', 'schoolname': '江苏省溧水高级中学', 'gradename': '流动教室', 'pageindex': 0, 'length': 10}]
11226 [{'pageno': 1, 'start': 0, 'classname': '东1', 'schoolid': '1048', 'isadmin': 0, 'classid': '2369', 'draw': 0, 'gradeid': '2363', 'schoolname': '南京晓庄学院滨河实验学校', 'gradename': '初中部实验楼三楼', 'pageindex': 0, 'length': 10}]
11228 [{'pageno': 1, 'start': 0, 'classname': '（3）班', 'schoolid': '5225', 'isadmin': 0, 'classid': '5233', 'draw': 0, 'gradeid': '5227', 'schoolname': '上海市延河中学', 'gradename': '初二', 'pageindex': 0, 'length': 10}]
11237 [{'pageno': 1, 'start': 0, 'classname': '（12）班', 'schoolid': '1439', 'isadmin': 0, 'classid': '5539', 'draw': 0, 'gradeid': '1442', 'schoolname': '广丰一中锐境学校', 'gradename': '九年级', 'pageindex': 0, 'length': 10}]
11241 [{'pageno': 1, 'start': 0, 'classname': '（2）班', 'schoolid': '3849', 'isadmin': 0, 'classid': '4649', 'draw': 0, 'gradeid': '4633', 'schoolname': '泗阳县众兴实验小学西校区', 'gradename': '三年级', 'pageindex': 0, 'length': 10}]
11244 [{'pageno': 1, 'start': 0, 'classname': '（4）班', 'schoolid': '2920', 'isadmin': 0, 'classid': '3211', 'draw': 0, 'gradeid': '3178', 'schoolname': '温州市龙湾区永兴第二小学', 'gradename': '六年级已毕业', 'pageindex': 0, 'length': 10}]
11261 [{'pageno': 1, 'start': 0, 'classname': '（2）班', 'schoolid': '854', 'isadmin': 0, 'classid': '6080', 'draw': 0, 'gradeid': '6078', 'schoolname': '苏州市金筑实验小学校', 'gradename': '一年级', 'pageindex': 0, 'length': 10}]
11272 [{'pageno': 1, 'start': 0, 'classname': '（4）班', 'schoolid': '6180', 'isadmin': 0, 'classid': '6922', 'draw': 0, 'gradeid': '6181', 'schoolname': '南京市溧水区溧水中专校', 'gradename': '综高一', 'pageindex': 0, 'length': 10}]
11284 [{'pageno': 1, 'start': 0, 'classname': '（4）班', 'schoolid': '3744', 'isadmin': 0, 'classid': '4600', 'draw': 0, 'gradeid': '4583', 'schoolname': '南京市溧水区石湫镇中心小学', 'gradename': '六年级-2019毕业', 'pageindex': 0, 'length': 10}]
11289 [{'pageno': 1, 'start': 0, 'classname': '（4） 班', 'schoolid': '1075', 'isadmin': 0, 'classid': '2134', 'draw': 0, 'gradeid': '1076', 'schoolname': '江山市大溪滩小学', 'gradename': '二年级', 'pageindex': 0, 'length': 10}]
11290 [{'pageno': 1, 'start': 0, 'classname': '（2）班', 'schoolid': '1439', 'isadmin': 0, 'classid': '1563', 'draw': 0, 'gradeid': '1442', 'schoolname': '广丰一中锐境学校', 'gradename': '九年级', 'pageindex': 0, 'length': 10}]
11299 [{'pageno': 1, 'start': 0, 'classname': '（3）班', 'schoolid': '1045', 'isadmin': 0, 'classid': '7065', 'draw': 0, 'gradeid': '7062', 'schoolname': '常熟市周行中学', 'gradename': '初一', 'pageindex': 0, 'length': 10}]
11322 [{'pageno': 1, 'start': 0, 'classname': '（8）班', 'schoolid': '810', 'isadmin': 0, 'classid': '6889', 'draw': 0, 'gradeid': '6881', 'schoolname': '江山市清湖高级中学', 'gradename': '高一11', 'pageindex': 0, 'length': 10}]
11330 [{'pageno': 1, 'start': 0, 'classname': '（5）班', 'schoolid': '7512', 'isadmin': 0, 'classid': '7523', 'draw': 0, 'gradeid': '7513', 'schoolname': '南京溧水经济开发区小学', 'gradename': '一年级', 'pageindex': 0, 'length': 10}]
11341 [{'pageno': 1, 'start': 0, 'classname': '20届物理04班(合格)', 'schoolid': '955', 'isadmin': 0, 'classid': '2473', 'draw': 0, 'gradeid': '2244', 'schoolname': '上海理工大学附属中学', 'gradename': '高二教学班（合格）', 'pageindex': 0, 'length': 10}]
11343 [{'pageno': 1, 'start': 0, 'classname': '（10）班', 'schoolid': '947', 'isadmin': 0, 'classid': '985', 'draw': 0, 'gradeid': '949', 'schoolname': '江苏省溧水高级中学', 'gradename': '高三', 'pageindex': 0, 'length': 10}]
11346 [{'pageno': 1, 'start': 0, 'classname': '（1）班', 'schoolid': '2777', 'isadmin': 0, 'classid': '3432', 'draw': 0, 'gradeid': '3409', 'schoolname': '射阳县第三中学', 'gradename': '初二', 'pageindex': 0, 'length': 10}]
11347 [{'pageno': 1, 'start': 0, 'classname': '（2）班', 'schoolid': '289', 'isadmin': 0, 'classid': '2451', 'draw': 0, 'gradeid': '303', 'schoolname': '苏州工业园区翰林小学', 'gradename': '三年级', 'pageindex': 0, 'length': 10}]
11366 [{'pageno': 1, 'start': 0, 'classname': '（16）班', 'schoolid': '551', 'isadmin': 0, 'classid': '2127', 'draw': 0, 'gradeid': '584', 'schoolname': '苏州星海实验中学', 'gradename': '初二', 'pageindex': 0, 'length': 10}]
11395 [{'pageno': 1, 'start': 0, 'classname': '（7）班', 'schoolid': '4800', 'isadmin': 0, 'classid': '5020', 'draw': 0, 'gradeid': '4992', 'schoolname': '贵州省施秉县民族中学', 'gradename': '九年级原', 'pageindex': 0, 'length': 10}]
11407 [{'pageno': 1, 'start': 0, 'classname': '一楼2 ', 'schoolid': '1048', 'isadmin': 0, 'classid': '1299', 'draw': 0, 'gradeid': '1297', 'schoolname': '南京晓庄学院滨河实验学校', 'gradename': '公共大屏-小学', 'pageindex': 0, 'length': 10}]
11426 [{'pageno': 1, 'start': 0, 'classname': '（8）班', 'schoolid': '4775', 'isadmin': 0, 'classid': '5443', 'draw': 0, 'gradeid': '5410', 'schoolname': '南通市北城小学', 'gradename': '二年级', 'pageindex': 0, 'length': 10}]
11430 [{'pageno': 1, 'start': 0, 'classname': '（4）班', 'schoolid': '748', 'isadmin': 0, 'classid': '793', 'draw': 0, 'gradeid': '751', 'schoolname': '江山贺村第二小学', 'gradename': '四年级', 'pageindex': 0, 'length': 10}]
11440 [{'pageno': 1, 'start': 0, 'classname': '（3）班', 'schoolid': '3782', 'isadmin': 0, 'classid': '3818', 'draw': 0, 'gradeid': '3788', 'schoolname': '泰州市姜堰区实验小学教育集团', 'gradename': '六年级', 'pageindex': 0, 'length': 10}]
11441 [{'pageno': 1, 'start': 0, 'classname': '国小一5班', 'schoolid': '5858', 'isadmin': 0, 'classid': '6778', 'draw': 0, 'gradeid': '6745', 'schoolname': '北京新东方扬州外国语学校', 'gradename': '一年级', 'pageindex': 0, 'length': 10}]
11456 [{'pageno': 1, 'start': 0, 'classname': '（4）班', 'schoolid': '3744', 'isadmin': 0, 'classid': '7500', 'draw': 0, 'gradeid': '7487', 'schoolname': '南京市溧水区石湫镇中心小学', 'gradename': '一年级', 'pageindex': 0, 'length': 10}]
11469 [{'pageno': 1, 'start': 0, 'classname': '（2）班', 'schoolid': '3039', 'isadmin': 0, 'classid': '3109', 'draw': 0, 'gradeid': '3107', 'schoolname': '太仓市城厢镇第一小学', 'gradename': '三年级', 'pageindex': 0, 'length': 10}]
11470 [{'pageno': 1, 'start': 0, 'classname': '（6）班', 'schoolid': '5858', 'isadmin': 0, 'classid': '5953', 'draw': 0, 'gradeid': '5868', 'schoolname': '北京新东方扬州外国语学校', 'gradename': '五年级', 'pageindex': 0, 'length': 10}]
11489 [{'pageno': 1, 'start': 0, 'classname': '奥尔夫音乐1', 'schoolid': '3575', 'isadmin': 0, 'classid': '5349', 'draw': 0, 'gradeid': '5272', 'schoolname': '遂昌县青少年宫', 'gradename': '奥尔夫音乐', 'pageindex': 0, 'length': 10}]
11491 [{'pageno': 1, 'start': 0, 'classname': '（1）班', 'schoolid': '1387', 'isadmin': 0, 'classid': '1447', 'draw': 0, 'gradeid': '1394', 'schoolname': '上饶市广丰一中', 'gradename': '17美术部', 'pageindex': 0, 'length': 10}]
11503 [{'pageno': 1, 'start': 0, 'classname': '（3）班', 'schoolid': '4505', 'isadmin': 0, 'classid': '7222', 'draw': 0, 'gradeid': '7217', 'schoolname': '宜昌市西陵区铁路坝小学', 'gradename': '四年级', 'pageindex': 0, 'length': 10}]
11525 [{'pageno': 1, 'start': 0, 'classname': '（10）班', 'schoolid': '3615', 'isadmin': 0, 'classid': '3696', 'draw': 0, 'gradeid': '3679', 'schoolname': '南京市金陵中学溧水分校', 'gradename': '初二', 'pageindex': 0, 'length': 10}]
11543 [{'pageno': 1, 'start': 0, 'classname': '（1）班', 'schoolid': '947', 'isadmin': 0, 'classid': '1026', 'draw': 0, 'gradeid': '951', 'schoolname': '江苏省溧水高级中学', 'gradename': '初一', 'pageindex': 0, 'length': 10}]
11547 [{'pageno': 1, 'start': 0, 'classname': '（5）班', 'schoolid': '6349', 'isadmin': 0, 'classid': '6365', 'draw': 0, 'gradeid': '6351', 'schoolname': '南京市九龙中学', 'gradename': '初二', 'pageindex': 0, 'length': 10}]
11559 [{'pageno': 1, 'start': 0, 'classname': '（4）班', 'schoolid': '944', 'isadmin': 0, 'classid': '1931', 'draw': 0, 'gradeid': '1658', 'schoolname': '南京市溧水区状元坊小学', 'gradename': '2019届毕业生', 'pageindex': 0, 'length': 10}]
11560 [{'pageno': 1, 'start': 0, 'classname': '（1）班', 'schoolid': '907', 'isadmin': 0, 'classid': '1362', 'draw': 0, 'gradeid': '1350', 'schoolname': '南京市旭东中学', 'gradename': '初三', 'pageindex': 0, 'length': 10}]
11575 [{'pageno': 1, 'start': 0, 'classname': '（9）班', 'schoolid': '910', 'isadmin': 0, 'classid': '7419', 'draw': 0, 'gradeid': '7410', 'schoolname': '郑州市第二十四中学', 'gradename': '高一', 'pageindex': 0, 'length': 10}]
11607 [{'pageno': 1, 'start': 0, 'classname': '（7）班', 'schoolid': '7512', 'isadmin': 0, 'classid': '7555', 'draw': 0, 'gradeid': '7514', 'schoolname': '南京溧水经济开发区小学', 'gradename': '二年级', 'pageindex': 0, 'length': 10}]
11611 [{'pageno': 1, 'start': 0, 'classname': '东2', 'schoolid': '1048', 'isadmin': 0, 'classid': '2387', 'draw': 0, 'gradeid': '2385', 'schoolname': '南京晓庄学院滨河实验学校', 'gradename': '小学实验楼一楼', 'pageindex': 0, 'length': 10}]
11613 [{'pageno': 1, 'start': 0, 'classname': '（4）班', 'schoolid': '2524', 'isadmin': 0, 'classid': '2892', 'draw': 0, 'gradeid': '2888', 'schoolname': '（1）班', 'gradename': '二年级', 'pageindex': 0, 'length': 10}]
11633 [{'pageno': 1, 'start': 0, 'classname': '（5）班', 'schoolid': '3549', 'isadmin': 0, 'classid': '3569', 'draw': 0, 'gradeid': '3551', 'schoolname': '徐州市西朱中学', 'gradename': '初二', 'pageindex': 0, 'length': 10}]
11636 [{'pageno': 1, 'start': 0, 'classname': '（9）班', 'schoolid': '904', 'isadmin': 0, 'classid': '1613', 'draw': 0, 'gradeid': '1575', 'schoolname': '南京市浦口区实验小学', 'gradename': '五年级', 'pageindex': 0, 'length': 10}]
11654 [{'pageno': 1, 'start': 0, 'classname': '（6）班', 'schoolid': '3849', 'isadmin': 0, 'classid': '4669', 'draw': 0, 'gradeid': '4635', 'schoolname': '泗阳县众兴实验小学西校区', 'gradename': '五年级', 'pageindex': 0, 'length': 10}]
11671 [{'pageno': 1, 'start': 0, 'classname': '（3）班', 'schoolid': '2774', 'isadmin': 0, 'classid': '2804', 'draw': 0, 'gradeid': '2788', 'schoolname': '太仓市双凤中心小学', 'gradename': '四年级', 'pageindex': 0, 'length': 10}]
11677 [{'pageno': 1, 'start': 0, 'classname': '（7）班', 'schoolid': '6176', 'isadmin': 0, 'classid': '6549', 'draw': 0, 'gradeid': '6178', 'schoolname': '太仓市明德高级中学', 'gradename': '高二', 'pageindex': 0, 'length': 10}]
11681 [{'pageno': 1, 'start': 0, 'classname': '东1', 'schoolid': '1048', 'isadmin': 0, 'classid': '2386', 'draw': 0, 'gradeid': '2385', 'schoolname': '南京晓庄学院滨河实验学校', 'gradename': '小学实验楼一楼', 'pageindex': 0, 'length': 10}]
11684 [{'pageno': 1, 'start': 0, 'classname': '语文阅卷室一', 'schoolid': '120', 'isadmin': 0, 'classid': '4676', 'draw': 0, 'gradeid': '4675', 'schoolname': '苏州市勤惜实验小学校', 'gradename': '一楼', 'pageindex': 0, 'length': 10}]
11689 [{'pageno': 1, 'start': 0, 'classname': '（1）班', 'schoolid': '7512', 'isadmin': 0, 'classid': '7557', 'draw': 0, 'gradeid': '7515', 'schoolname': '南京溧水经济开发区小学', 'gradename': '三年级', 'pageindex': 0, 'length': 10}]
11691 [{'pageno': 1, 'start': 0, 'classname': '（7）班', 'schoolid': '6192', 'isadmin': 0, 'classid': '6215', 'draw': 0, 'gradeid': '6196', 'schoolname': '天台始丰小学', 'gradename': '三年级', 'pageindex': 0, 'length': 10}]
11692 [{'pageno': 1, 'start': 0, 'classname': '（1）班', 'schoolid': '3943', 'isadmin': 0, 'classid': '7041', 'draw': 0, 'gradeid': '7040', 'schoolname': '南京溧水区工交幼儿园', 'gradename': '小班', 'pageindex': 0, 'length': 10}]
11697 [{'pageno': 1, 'start': 0, 'classname': '（12）班', 'schoolid': '2206', 'isadmin': 0, 'classid': '2722', 'draw': 0, 'gradeid': '2680', 'schoolname': '江山二中', 'gradename': '九年级', 'pageindex': 0, 'length': 10}]
11719 [{'pageno': 1, 'start': 0, 'classname': '（1）班', 'schoolid': '4390', 'isadmin': 0, 'classid': '4394', 'draw': 0, 'gradeid': '4391', 'schoolname': '上海市亭林中学', 'gradename': '高二', 'pageindex': 0, 'length': 10}]
11739 [{'pageno': 1, 'start': 0, 'classname': '（9）班', 'schoolid': '1060', 'isadmin': 0, 'classid': '2751', 'draw': 0, 'gradeid': '2729', 'schoolname': '徐州市民主路小学', 'gradename': '三年级', 'pageindex': 0, 'length': 10}]
11741 [{'pageno': 1, 'start': 0, 'classname': '初中部走廊屏2', 'schoolid': '947', 'isadmin': 0, 'classid': '3546', 'draw': 0, 'gradeid': '1316', 'schoolname': '江苏省溧水高级中学', 'gradename': '公共大屏', 'pageindex': 0, 'length': 10}]
11744 [{'pageno': 1, 'start': 0, 'classname': '（2）班', 'schoolid': '7012', 'isadmin': 0, 'classid': '7310', 'draw': 0, 'gradeid': '7308', 'schoolname': '南京市溧水区第三小学', 'gradename': '六年级', 'pageindex': 0, 'length': 10}]
11747 [{'pageno': 1, 'start': 0, 'classname': '（9）班', 'schoolid': '4320', 'isadmin': 0, 'classid': '4353', 'draw': 0, 'gradeid': '4321', 'schoolname': '上海市金山亭林小学', 'gradename': '二年级', 'pageindex': 0, 'length': 10}]
11761 [{'pageno': 1, 'start': 0, 'classname': '（6）班', 'schoolid': '3612', 'isadmin': 0, 'classid': '3663', 'draw': 0, 'gradeid': '3655', 'schoolname': '南京市溧水区白马中学', 'gradename': '初一', 'pageindex': 0, 'length': 10}]
11793 [{'pageno': 1, 'start': 0, 'classname': '二楼东3', 'schoolid': '1048', 'isadmin': 0, 'classid': '2425', 'draw': 0, 'gradeid': '2422', 'schoolname': '南京晓庄学院滨河实验学校', 'gradename': '中学南教学楼', 'pageindex': 0, 'length': 10}]
11797 [{'pageno': 1, 'start': 0, 'classname': '（6）班', 'schoolid': '6405', 'isadmin': 0, 'classid': '7163', 'draw': 0, 'gradeid': '7104', 'schoolname': '盐城市射阳县港城实验小学', 'gradename': '五年级', 'pageindex': 0, 'length': 10}]
11807 [{'pageno': 1, 'start': 0, 'classname': '（14）班', 'schoolid': '907', 'isadmin': 0, 'classid': '6632', 'draw': 0, 'gradeid': '6615', 'schoolname': '南京市旭东中学', 'gradename': '初一', 'pageindex': 0, 'length': 10}]
11824 [{'pageno': 1, 'start': 0, 'classname': '（1）班', 'schoolid': '6180', 'isadmin': 0, 'classid': '6248', 'draw': 0, 'gradeid': '6247', 'schoolname': '南京市溧水区溧水中专校', 'gradename': '测试班级', 'pageindex': 0, 'length': 10}]
11825 [{'pageno': 1, 'start': 0, 'classname': '2017级22班', 'schoolid': '4885', 'isadmin': 0, 'classid': '4965', 'draw': 0, 'gradeid': '4917', 'schoolname': '衢州兴华中学', 'gradename': '2017级', 'pageindex': 0, 'length': 10}]
11826 [{'pageno': 1, 'start': 0, 'classname': '（5）班', 'schoolid': '4700', 'isadmin': 0, 'classid': '4708', 'draw': 0, 'gradeid': '4701', 'schoolname': '衢州新华学校', 'gradename': '初一', 'pageindex': 0, 'length': 10}]
11842 [{'pageno': 1, 'start': 0, 'classname': '会计', 'schoolid': '7019', 'isadmin': 0, 'classid': '7254', 'draw': 0, 'gradeid': '7253', 'schoolname': '南京市佳营幼儿园', 'gradename': '后勤', 'pageindex': 0, 'length': 10}]
11864 [{'pageno': 1, 'start': 0, 'classname': '（3）班', 'schoolid': '2920', 'isadmin': 0, 'classid': '3210', 'draw': 0, 'gradeid': '3178', 'schoolname': '温州市龙湾区永兴第二小学', 'gradename': '六年级已毕业', 'pageindex': 0, 'length': 10}]
